month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,ID,target
3,14000,6,21,female,Secondary special education,Household appliances,0,2,21000,Another,2,1,362,0
9,96500,36,21,male,Incomplete higher education,Cosmetics and beauty services,0,0,56000,Married,0,1,1237,0
10,15000,12,25,female,Higher education,Computers,0,2,31000,Another,2,0,1206,0
12,17000,12,24,female,Secondary special education,Cell phones,0,2,21000,Another,1,1,1614,0
5,31000,10,30,female,Higher education,Cell phones,0,0,33000,Unmarried,1,1,572,0
5,20500,12,28,female,Secondary education,Cell phones,0,2,19000,Married,3,1,571,0
2,9500,6,31,female,Secondary education,Cell phones,1,2,14000,Another,0,1,146,0
12,30000,7,42,male,Secondary special education,Clothing,0,2,23000,Another,0,1,1567,0
2,76000,15,26,female,Higher education,Tourism,1,2,61000,Another,0,0,184,0
3,20000,12,22,female,Incomplete higher education,Cell phones,0,2,21000,Another,1,1,275,0
9,14000,6,27,female,Secondary education,Cell phones,0,2,24000,Another,0,0,1148,0
9,10500,3,23,female,Secondary special education,Cell phones,0,2,31000,Married,3,1,1159,0
10,29000,12,33,male,Secondary special education,Household appliances,1,2,21000,Another,0,1,1296,0
10,13500,10,23,female,Secondary education,Cell phones,0,1,46000,Another,1,1,1305,0
10,21500,10,23,male,Secondary special education,Household appliances,1,2,21000,Married,1,0,1283,0
11,20000,6,34,male,Incomplete higher education,Cell phones,0,0,46000,Another,0,0,1416,0
10,18000,15,31,male,Secondary special education,Household appliances,0,2,17000,Another,2,1,1313,1
6,30000,6,29,female,Higher education,Computers,0,0,66000,Another,1,0,756,0
3,10000,6,22,male,Secondary special education,Computers,0,1,31000,Another,1,0,366,0
3,16000,12,20,female,Secondary education,Cell phones,0,2,14000,Married,1,1,412,1
7,68000,24,34,female,Secondary special education,Boats,1,2,51000,Another,2,1,849,0
7,28500,12,30,female,Higher education,Windows & Doors,0,2,21000,Married,0,1,868,0
12,28500,16,34,female,Secondary special education,Cell phones,0,2,31000,Another,0,0,1677,1
1,23500,18,31,male,Secondary special education,Household appliances,1,2,19000,Another,1,0,41,0
1,35500,12,30,male,Higher education,Cell phones,0,0,51000,Another,2,1,137,0
4,11000,6,43,male,Secondary special education,Cell phones,1,2,26000,Another,1,1,485,0
1,8500,6,75,male,Secondary education,Household appliances,1,2,19000,Married,1,1,34,0
4,26000,6,34,female,Secondary special education,Auto,0,2,36000,Unmarried,2,1,500,1
9,18000,12,32,male,Higher education,Household appliances,1,2,26000,Married,2,1,1222,0
9,56500,12,49,female,Incomplete higher education,Furniture,0,2,34000,Another,1,0,1111,0
9,55000,15,25,male,Higher education,Training,0,0,41000,Another,0,1,1129,0
10,19500,12,27,female,Secondary special education,Jewelry,1,2,46000,Unmarried,0,0,1350,0
6,9000,6,20,female,Incomplete higher education,Household appliances,0,2,23000,Another,0,1,752,0
10,26000,6,28,female,Higher education,Household appliances,0,2,46000,Another,0,0,1342,0
6,10000,3,56,male,Secondary special education,Household appliances,0,2,29000,Another,1,1,736,0
4,36500,24,44,male,Secondary special education,Windows & Doors,1,0,26000,Married,3,1,509,0
6,60500,36,39,male,Secondary education,Windows & Doors,1,2,14000,Another,1,1,785,0
10,26000,10,21,male,Secondary special education,Cell phones,0,2,26000,Another,2,1,1317,0
4,17500,10,30,female,Secondary special education,Cell phones,1,2,31000,Married,1,1,487,0
10,12500,6,24,female,Secondary special education,Household appliances,0,2,23000,Another,1,0,1374,0
12,34000,8,62,male,Secondary education,Clothing,0,2,26000,Another,1,1,1574,0
2,22500,18,40,male,Secondary special education,Household appliances,0,2,25000,Married,0,1,174,0
8,5500,3,36,female,Secondary special education,Construction Materials,1,2,21000,Another,1,1,1033,0
1,26500,3,40,female,Secondary special education,Household appliances,1,2,51000,Another,0,1,56,0
12,68500,6,48,male,Higher education,Clothing,0,0,51000,Another,1,0,1608,0
10,16500,4,30,female,Secondary education,Cell phones,0,0,26000,Another,1,0,1290,1
10,16000,6,38,male,Higher education,Cell phones,1,2,17000,Another,0,0,1356,0
1,27000,6,28,male,Secondary special education,Cell phones,0,0,31000,Married,0,1,61,0
4,21000,3,31,male,Higher education,Furniture,1,2,26000,Another,1,0,514,0
3,29000,17,31,female,Secondary special education,Household appliances,0,1,51000,Another,0,1,291,0
12,16000,6,28,male,Higher education,Furniture,0,2,26000,Married,2,1,1659,0
1,16000,8,27,female,Secondary special education,Household appliances,0,2,26000,Unmarried,1,1,49,0
2,29000,12,32,female,Secondary special education,Household appliances,0,2,31000,Married,1,1,237,0
5,28500,12,54,male,Secondary special education,Computers,0,2,25000,Married,2,1,655,0
3,15500,10,32,female,Higher education,Cell phones,0,2,51000,Another,2,1,364,0
8,42500,24,52,male,Higher education,Cosmetics and beauty services,0,1,40000,Another,1,1,982,0
8,54500,12,27,male,Higher education,Tourism,0,2,46000,Another,2,1,1077,0
10,24500,6,30,female,Higher education,Computers,0,1,41000,Another,0,1,1215,0
2,15000,4,20,male,Secondary education,Cell phones,0,2,10000,Another,3,0,206,0
6,23000,12,28,male,Higher education,Cell phones,1,0,51000,Married,3,0,740,1
2,14500,12,33,female,Secondary special education,Household appliances,1,2,26000,Another,0,0,210,0
5,11000,12,26,male,Secondary education,Cell phones,1,0,36000,Another,3,1,664,0
1,9000,6,31,male,Secondary special education,Cell phones,1,2,36000,Married,0,1,90,0
6,31500,6,40,male,Higher education,Household appliances,1,0,71000,Another,0,1,802,0
5,21500,12,64,male,Higher education,Household appliances,1,2,25000,Another,2,0,621,0
3,37000,12,26,male,Higher education,Household appliances,1,2,27000,Married,3,0,369,0
2,10000,12,39,male,Higher education,Household appliances,1,2,21000,Married,0,1,203,0
12,22000,12,37,male,Secondary special education,Household appliances,1,2,22000,Another,1,0,1586,0
3,34000,12,18,male,Secondary education,Cell phones,0,2,26000,Another,4,1,441,1
2,27500,8,29,male,Incomplete higher education,Jewelry,1,2,36000,Married,2,0,242,0
3,25000,18,40,female,Secondary special education,Household appliances,1,2,46000,Another,0,0,298,0
3,12000,12,30,female,Secondary special education,Cell phones,1,2,41000,Another,0,0,319,0
2,31000,10,64,male,Secondary special education,Cell phones,0,2,10000,Another,1,1,143,0
1,18500,6,32,female,Secondary special education,Household appliances,1,2,31000,Another,1,1,112,0
7,7500,6,40,female,Secondary special education,Cell phones,1,2,26000,Married,1,0,913,0
2,12500,4,32,male,Secondary education,Computers,1,2,19000,Married,2,1,278,0
4,39000,18,29,male,Higher education,Cosmetics and beauty services,1,2,41000,Another,0,1,438,0
3,9500,12,53,male,Secondary special education,Furniture,1,2,16000,Another,2,1,378,0
1,20000,10,25,female,Higher education,Household appliances,0,0,33000,Married,2,1,8,0
8,20000,12,35,female,Secondary special education,Household appliances,1,2,41000,Another,4,1,980,0
1,50000,18,20,male,Secondary special education,Jewelry,0,2,21000,Another,0,1,98,1
9,30500,12,19,male,Secondary special education,Cell phones,0,2,31000,Married,2,1,1106,0
11,10000,5,43,male,Secondary special education,Computers,1,2,21000,Married,1,1,1545,0
2,57000,24,23,male,Higher education,Household appliances,0,2,46000,Married,2,1,154,0
2,144500,15,46,female,Higher education,Construction Materials,0,2,81000,Another,1,0,225,0
4,10500,10,56,female,Secondary special education,Cell phones,1,2,10000,Another,1,1,468,0
3,31500,10,53,female,Secondary special education,Cell phones,0,2,36000,Married,2,1,396,0
11,58000,12,31,male,Higher education,Furniture,1,2,31000,Married,1,0,1442,0
7,82000,36,90,male,Higher education,Windows & Doors,0,0,46000,Another,1,1,875,0
10,21500,12,39,female,Higher education,Computers,1,2,66000,Another,1,0,1260,1
1,21000,18,34,male,Higher education,Cell phones,0,2,26000,Married,1,0,119,0
9,16500,6,38,female,Secondary special education,Household appliances,0,2,19000,Another,1,1,1091,0
1,14000,10,25,female,Secondary special education,Cell phones,0,2,24000,Another,1,1,24,1
5,6500,6,35,female,Secondary special education,Cell phones,1,2,26000,Another,3,1,657,0
3,7000,6,33,female,Secondary education,Cell phones,0,0,46000,Another,2,1,276,0
8,7500,6,25,male,Higher education,Cell phones,0,2,19000,Another,1,1,1052,0
8,25000,24,35,female,Secondary special education,Auto,1,2,36000,Another,1,1,981,0
5,5500,6,52,female,Secondary special education,Cell phones,0,2,26000,Another,2,0,669,0
1,152000,36,48,female,Higher education,Windows & Doors,1,2,56000,Another,2,0,27,0
6,35500,24,25,male,Higher education,Cosmetics and beauty services,0,2,31000,Married,0,0,734,0
2,37500,12,43,male,Secondary education,Household appliances,0,2,16000,Another,0,0,221,0
12,23500,10,35,female,Higher education,Furniture,1,2,16000,Another,0,1,1667,0
8,65000,10,23,male,Higher education,Clothing,0,2,26000,Another,1,0,1015,0
12,7500,8,33,female,Secondary special education,Cell phones,0,2,21000,Another,1,1,1715,0
10,30000,6,34,female,Secondary special education,Cell phones,1,2,101000,Married,0,1,1348,0
2,30000,6,42,male,Secondary education,Computers,0,2,31000,Another,1,1,182,0
4,71000,12,48,male,Secondary special education,Repair Services,0,2,37000,Another,0,0,499,0
7,8000,6,20,male,Incomplete secondary education,Cell phones,0,2,21000,Another,1,0,936,0
3,14000,12,24,male,Secondary special education,Cell phones,1,2,16000,Married,1,0,398,0
8,14000,12,20,male,Secondary education,Cell phones,0,2,21000,Married,1,1,962,1
10,45000,24,21,female,Secondary special education,Computers,0,2,22000,Another,0,0,1351,1
2,10500,12,42,female,Secondary special education,Computers,1,2,24000,Another,0,1,258,0
7,25000,12,23,male,Higher education,Household appliances,0,2,16000,Another,2,0,937,0
2,34000,12,36,male,Higher education,Cell phones,1,2,24000,Another,1,1,149,1
12,17000,12,36,female,Secondary special education,Cell phones,0,2,41000,Married,2,1,1711,0
12,100500,15,49,male,Higher education,Clothing,0,2,46000,Another,2,0,1640,0
8,18000,6,47,male,Secondary special education,Household appliances,1,2,10000,Another,1,1,971,0
8,20500,12,21,female,Higher education,Computers,0,1,46000,Another,1,1,1084,0
1,26000,10,38,male,Higher education,Household appliances,1,0,51000,Another,3,0,32,0
5,51000,10,22,male,Secondary special education,Computers,0,2,21000,Married,2,1,591,1
6,16000,10,65,male,Secondary special education,Cell phones,0,2,31000,Married,0,0,784,0
10,14000,10,49,female,Secondary special education,Cell phones,1,0,31000,Unmarried,0,1,1322,1
6,19000,5,28,female,Higher education,Household appliances,0,2,33000,Another,0,1,702,0
10,35000,10,24,male,Secondary special education,Cell phones,0,2,31000,Another,0,0,1294,0
1,8500,6,28,male,Secondary special education,Cell phones,0,2,19000,Unmarried,3,0,58,1
7,28000,12,23,female,Secondary education,Cell phones,0,2,31000,Another,1,0,807,0
3,8500,12,26,female,Secondary special education,Cell phones,0,2,26000,Another,0,1,421,1
4,18000,12,55,male,Secondary special education,Computers,0,2,21000,Another,3,1,595,0
2,21000,12,24,female,Secondary special education,Cell phones,0,2,24000,Another,0,1,188,1
4,18000,12,22,female,Secondary special education,Cell phones,0,2,10000,Married,4,1,489,0
11,10500,6,33,female,Secondary education,Computers,0,2,21000,Another,1,1,1397,0
12,21000,3,76,male,Higher education,Furniture,1,0,36000,Married,1,1,1691,0
5,25000,9,57,male,Higher education,Fitness,0,2,51000,Married,3,1,623,0
9,15000,10,23,male,Secondary special education,Computers,0,2,18000,Another,2,1,1132,0
4,41000,15,54,male,Secondary education,Windows & Doors,0,2,15000,Another,0,0,436,0
12,16000,10,25,male,Higher education,Cell phones,0,2,41000,Married,1,1,1629,0
10,40500,12,22,male,Secondary education,Cell phones,0,2,23000,Married,1,1,1255,0
5,20000,6,52,female,Secondary special education,Garden equipment,1,2,41000,Married,0,1,549,0
2,60000,6,27,female,Higher education,Medical services,0,2,36000,Married,1,0,244,0
9,11000,3,41,male,Secondary special education,Computers,1,2,21000,Another,2,0,1119,0
2,32500,24,63,male,Secondary special education,Household appliances,0,2,13000,Another,2,1,163,0
10,17500,4,24,male,Incomplete higher education,Furniture,0,2,17000,Another,1,0,1308,0
8,87500,18,55,male,Secondary special education,Cosmetics and beauty services,0,0,36000,Another,1,0,1038,0
5,13000,10,23,female,Secondary special education,Cell phones,0,2,26000,Another,1,0,552,0
4,8000,4,29,female,Higher education,Music,0,2,26000,Married,4,1,462,0
1,43000,15,25,male,Secondary special education,Tourism,0,2,29000,Another,2,1,133,0
4,73000,18,37,male,Higher education,Cosmetics and beauty services,0,1,41000,Another,1,1,417,0
1,35000,12,42,male,Higher education,Furniture,1,2,11000,Married,0,1,71,0
11,31500,12,31,male,Secondary education,Computers,0,2,26000,Another,2,0,1499,0
9,6000,3,32,male,Secondary special education,Household appliances,0,2,19000,Married,0,0,1177,0
12,33000,12,25,female,Secondary special education,Cell phones,0,2,81000,Another,0,1,1652,0
1,12000,10,26,male,Higher education,Household appliances,0,2,26000,Married,1,0,84,0
8,28500,10,45,male,Higher education,Cell phones,1,2,66000,Unmarried,2,0,1037,0
10,69500,6,51,male,Higher education,Clothing,1,0,26000,Another,1,0,1389,0
5,30500,12,54,female,Higher education,Construction Materials,0,2,46000,Married,2,1,679,0
3,14500,10,23,female,Secondary special education,Cell phones,0,2,16000,Another,3,1,353,0
5,35500,18,37,female,Secondary education,Garden equipment,1,2,16000,Another,0,1,672,0
2,18500,6,29,male,Secondary special education,Furniture,1,2,27000,Another,1,0,177,0
4,24500,18,30,female,Secondary special education,Household appliances,0,2,38000,Another,4,0,584,1
7,8000,6,35,male,Secondary special education,Cell phones,1,2,19000,Unmarried,1,1,901,0
1,50000,18,23,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,81,1
1,30500,12,38,male,Secondary special education,Cell phones,1,2,21000,Married,1,1,12,0
2,43500,12,56,male,Higher education,Cosmetics and beauty services,0,0,16000,Another,1,1,164,0
2,18000,6,25,female,Higher education,Household appliances,1,0,61000,Another,0,0,161,0
7,29000,11,26,male,Higher education,Fitness,0,2,51000,Unmarried,0,1,927,0
